Label,Monthly economic survey in services - Past trend of activity - All services activities - SA series,Consumer price index - Base 2015 - All households - France - Food,Consumer price index - Base 2015 - All households - France - Energy,Monthly economic survey in services - Expected trend of demand - All services activities - SA series,Monthly business survey in goods-producing industries - Manufacturing industry - Level of global order books (balance of opinion) - SA series,Monthly economic outlook survey in the building industry - Utilisation rate of production capacities in % - Overall - SA series,Consumer price index - Base 2015 - All households - France - Manufactured products,Monthly economic outlook survey in the building industry - Past trend in the workforce - Overall - SA series,Consumer price index - Base 2015 - All households - France - Services,Monthly economic outlook survey in the building industry - Trend of past activity - Overall - SA series,Monthly business survey in goods-producing industries - Manufacturing industry - Expected trend in production (balance of opinion) - SA series,Monthly business survey in goods-producing industries - Manufacturing industry - Level of foreign order books (balance of opinion) - SA series,Monthly business survey in goods-producing industries - Manufacturing industry - Level of stocks of manufactured products (balance of opinion) - SA series,Monthly economic outlook survey in the building industry - Trend of expected activity - Overall - SA series,"SA-WDA industrial production index (base 100 in 2015) - Manufacturing (NAF rev. 2, level A10, item CZ)",Monthly economic outlook survey in the building industry - Judgment on the order book level - Overall - SA series,Monthly business survey in goods-producing industries - Manufacturing industry - General outlook - Probable trend in industrial production volume (balance of opinion) - SA series,Monthly business survey in goods-producing industries - Manufacturing industry - Past trend in production (balance of opinion) - SA series,Monthly economic survey in services - Expected trend of activity - All services activities - SA series,Business climate summary indicator - All sectors - Metropolitan France,Employment climate summary indicator - All sectors - Metropolitan France
2007-12-31,14.233333333333334,89.81666666666666,86.57666666666667,9.200000000000001,2.2666666666666666,94.2,101.78000000000002,19.766666666666666,88.07333333333334,20.03333333333333,19.766666666666666,2.6333333333333333,7.533333333333334,15.466666666666667,113.93,9.4,5.266666666666667,17.366666666666667,10.6,109.86666666666667,112.63333333333333
2008-03-31,12.333333333333334,91.93333333333334,89.20666666666666,8.633333333333333,1.3666666666666665,94.06666666666666,101.05333333333334,22.333333333333332,88.7,17.5,17.333333333333332,-0.30000000000000004,10.466666666666667,13.199999999999998,115.13,10.766666666666667,-3.3666666666666667,18.333333333333332,10.633333333333333,108.53333333333335,113.06666666666666
2008-06-30,10.566666666666666,93.53000000000002,95.21999999999998,2.8000000000000003,-7.433333333333333,93.5,101.96,15.866666666666667,89.3,10.233333333333333,10.433333333333334,-2.733333333333333,15.533333333333333,4.966666666666667,112.38666666666666,0.06666666666666672,-16.166666666666668,10.9,6.533333333333334,103.2,108.43333333333334
2008-09-30,2.033333333333333,93.30333333333333,96.64333333333333,-9.4,-17.266666666666666,92.33333333333333,101.01,9.533333333333333,90.07333333333334,-0.3,-3.033333333333333,-18.366666666666667,16.2,-6.333333333333333,109.93,-12.1,-37.766666666666666,0.36666666666666653,-0.5333333333333333,94.93333333333334,101.96666666666665
2008-12-31,-7.0,93.33666666666666,86.79333333333334,-22.366666666666664,-44.03333333333333,90.26666666666667,102.05333333333333,0.9000000000000002,90.14,-14.366666666666667,-22.0,-41.93333333333333,22.666666666666668,-33.266666666666666,102.30333333333333,-29.7,-65.8,-17.233333333333334,-14.166666666666666,80.3,88.73333333333333
2009-03-31,-18.233333333333334,93.86333333333334,79.83666666666666,-30.933333333333334,-58.73333333333333,86.23333333333333,101.14999999999999,-9.9,90.94,-23.2,-30.7,-60.86666666666667,22.133333333333336,-39.733333333333334,93.44333333333333,-37.6,-69.43333333333334,-40.56666666666667,-22.433333333333334,72.96666666666667,77.89999999999999
2009-06-30,-23.7,93.86333333333333,79.83333333333333,-28.7,-62.13333333333333,87.73333333333333,102.05,-18.099999999999998,91.51333333333332,-30.8,-16.366666666666664,-62.23333333333333,11.1,-34.800000000000004,93.51333333333332,-44.56666666666666,-52.56666666666666,-35.6,-23.5,74.43333333333334,74.13333333333334
2009-09-30,-12.033333333333333,92.64666666666666,81.58666666666666,-15.233333333333334,-56.1,87.36666666666667,101.20333333333333,-19.666666666666668,92.08,-30.933333333333334,-9.533333333333333,-57.53333333333333,4.3999999999999995,-27.46666666666667,95.89333333333333,-44.63333333333333,-25.666666666666668,-14.166666666666666,-12.200000000000001,82.60000000000001,81.23333333333333
2009-12-31,-8.833333333333334,93.10333333333334,82.45,-5.566666666666666,-52.300000000000004,86.5,101.78666666666668,-18.933333333333334,91.84666666666668,-25.866666666666664,3.233333333333333,-51.699999999999996,0.19999999999999987,-20.533333333333335,96.69333333333333,-49.6,-4.5,-3.8000000000000003,-5.3999999999999995,89.39999999999999,86.36666666666667
2010-03-31,-3.9333333333333336,94.09666666666668,85.49666666666667,-5.266666666666667,-44.833333333333336,86.16666666666667,101.05,-17.433333333333334,92.42,-25.5,-0.4666666666666666,-45.76666666666667,-2.3333333333333335,-18.96666666666667,97.27333333333333,-49.13333333333333,-2.1666666666666665,3.9,-3.9333333333333336,91.89999999999999,91.23333333333333
2010-06-30,0.5666666666666665,94.81666666666666,89.36000000000001,0.06666666666666665,-35.0,85.76666666666667,101.85000000000001,-15.466666666666669,92.70333333333333,-21.2,3.8333333333333335,-36.43333333333333,2.3666666666666667,-16.933333333333334,98.76333333333332,-47.63333333333333,-2.533333333333333,16.5,-0.9333333333333332,96.13333333333333,97.06666666666666
2010-09-30,6.633333333333333,93.74333333333334,89.38666666666666,-0.03333333333333329,-25.733333333333334,85.86666666666667,101.10000000000001,-11.266666666666666,93.32666666666667,-13.299999999999999,5.466666666666666,-21.433333333333334,1.1333333333333333,-11.466666666666667,99.17666666666668,-43.63333333333333,3.533333333333333,16.0,-0.5,100.3,99.8
2010-12-31,6.366666666666667,93.90333333333332,91.69333333333334,5.133333333333333,-20.8,86.43333333333334,101.7,-7.966666666666666,93.15333333333332,-11.233333333333334,15.299999999999999,-15.6,0.8333333333333334,-1.866666666666667,100.51333333333334,-38.300000000000004,11.066666666666668,12.866666666666667,3.6999999999999997,105.16666666666667,104.43333333333334
2011-03-31,10.666666666666666,94.46999999999998,98.05,12.133333333333333,-9.933333333333332,87.26666666666667,100.66000000000001,-4.133333333333334,93.81666666666668,-3.533333333333333,17.866666666666664,-8.866666666666667,0.2666666666666666,1.5999999999999999,103.97666666666667,-32.46666666666667,14.533333333333333,21.833333333333332,7.866666666666666,108.5,107.76666666666667
2011-06-30,8.366666666666667,95.96999999999998,100.22333333333331,6.833333333333333,-7.5,87.73333333333333,102.04,1.0666666666666667,94.35333333333334,6.933333333333334,13.866666666666665,-2.5,1.6666666666666667,3.8000000000000003,102.87666666666667,-32.300000000000004,11.6,21.433333333333334,9.133333333333333,108.0,110.63333333333333
2011-09-30,6.8999999999999995,96.27666666666666,99.95333333333333,-1.8,-14.9,87.66666666666667,100.83333333333333,3.233333333333333,94.95333333333333,3.0,8.066666666666666,-11.5,10.366666666666667,0.5,101.84666666666668,-31.633333333333336,-11.1,7.366666666666667,0.16666666666666666,102.10000000000001,106.2
2011-12-31,-1.4666666666666668,96.98,101.45,-5.966666666666666,-20.6,88.39999999999999,102.49666666666667,-5.766666666666666,94.63333333333333,-3.6,2.6,-16.433333333333334,14.800000000000002,-8.700000000000001,102.36,-30.8,-29.366666666666664,-2.0333333333333337,-2.433333333333333,96.06666666666666,100.13333333333333
2012-03-31,1.0666666666666667,97.93666666666667,105.30333333333334,-11.666666666666666,-23.46666666666667,88.26666666666667,101.51666666666667,-5.533333333333334,95.37,-3.6666666666666665,-2.066666666666667,-18.099999999999998,12.200000000000001,-11.266666666666666,100.76666666666667,-26.53333333333333,-28.5,-0.3666666666666667,-6.5,94.13333333333333,98.16666666666667
2012-06-30,-3.5333333333333337,99.08666666666666,104.78666666666668,-7.5,-25.46666666666667,88.06666666666666,103.00666666666666,-8.4,95.85333333333334,-11.833333333333334,-0.20000000000000004,-19.166666666666668,10.4,-13.6,99.39,-31.166666666666668,-28.900000000000002,-4.866666666666666,-6.866666666666667,94.10000000000001,95.8
2012-09-30,-11.6,98.68,105.38333333333333,-12.466666666666667,-26.5,87.39999999999999,101.56666666666666,-12.966666666666667,96.64,-15.066666666666668,-1.8333333333333333,-22.266666666666666,11.200000000000001,-18.766666666666666,100.43666666666667,-34.666666666666664,-43.800000000000004,-9.633333333333333,-8.866666666666667,89.60000000000001,92.56666666666666
2012-12-31,-11.466666666666667,99.5,104.95333333333333,-13.566666666666668,-32.233333333333334,86.06666666666666,102.82000000000001,-11.333333333333334,95.86666666666667,-20.0,-4.1000000000000005,-27.3,13.799999999999999,-24.066666666666663,97.75999999999999,-40.63333333333333,-43.833333333333336,-9.366666666666667,-11.766666666666666,87.66666666666667,90.63333333333333
2013-03-31,-13.433333333333332,99.64999999999999,107.21333333333332,-12.566666666666668,-31.766666666666666,86.36666666666667,101.35666666666667,-16.466666666666665,96.46,-22.933333333333334,-3.5666666666666664,-26.766666666666666,7.099999999999999,-23.599999999999998,98.48333333333333,-42.699999999999996,-40.199999999999996,-11.299999999999999,-9.466666666666667,87.3,90.16666666666667
2013-06-30,-14.233333333333334,100.86,105.16000000000001,-15.0,-33.63333333333333,85.83333333333333,102.66000000000001,-16.2,96.79,-27.099999999999998,-0.10000000000000002,-24.133333333333336,9.966666666666667,-23.333333333333332,100.14333333333333,-46.699999999999996,-43.13333333333333,-9.433333333333334,-10.9,85.56666666666666,87.8
2013-09-30,-12.733333333333334,100.24333333333334,106.14999999999999,-8.366666666666667,-24.53333333333333,86.10000000000001,100.94666666666667,-18.833333333333332,97.8,-17.366666666666664,5.666666666666667,-20.333333333333332,11.233333333333334,-18.166666666666668,98.44,-44.333333333333336,-18.433333333333334,-1.5333333333333332,-10.299999999999999,91.89999999999999,91.3
2013-12-31,-6.3999999999999995,99.78333333333335,105.20666666666666,-7.5,-22.266666666666666,86.26666666666667,102.28333333333335,-16.066666666666666,97.25,-15.5,6.333333333333333,-18.8,10.433333333333332,-16.833333333333332,99.51333333333334,-48.53333333333333,-11.6,4.3,-8.333333333333334,94.56666666666666,94.5
2014-03-31,-5.466666666666666,99.77666666666666,106.25999999999999,-7.1000000000000005,-20.233333333333334,86.13333333333333,100.63666666666667,-19.099999999999998,98.19666666666667,-18.433333333333334,5.433333333333333,-14.566666666666668,7.966666666666666,-18.333333333333332,99.27,-44.13333333333333,-10.333333333333334,5.133333333333333,-7.2,95.39999999999999,95.26666666666667
2014-06-30,-3.766666666666667,99.85000000000001,105.63333333333333,-7.833333333333333,-22.8,85.56666666666666,101.75,-21.5,98.59333333333332,-18.233333333333334,6.233333333333333,-18.633333333333333,12.166666666666666,-19.866666666666667,98.58,-44.76666666666667,-12.433333333333332,5.566666666666666,-7.766666666666667,95.43333333333334,96.8
2014-09-30,-5.7,99.07000000000001,105.0,-8.700000000000001,-23.166666666666668,85.0,100.12333333333333,-26.933333333333334,99.5,-24.3,0.9999999999999999,-16.7,11.866666666666667,-28.46666666666667,99.14333333333333,-52.5,-19.7,0.10000000000000003,-6.8,92.93333333333334,95.10000000000001
2014-12-31,-6.533333333333334,99.50999999999999,102.87333333333333,-8.9,-20.900000000000002,84.56666666666666,101.19666666666666,-26.366666666666664,98.77,-26.733333333333334,7.166666666666667,-15.466666666666667,13.200000000000001,-27.5,98.14666666666666,-58.300000000000004,-17.533333333333335,0.8000000000000002,-7.366666666666667,93.06666666666666,94.59999999999998
2015-03-31,-10.1,99.74666666666667,100.54333333333334,-7.900000000000001,-22.3,83.96666666666667,99.23666666666668,-26.933333333333334,99.39666666666666,-26.96666666666667,8.1,-13.833333333333334,7.233333333333333,-26.933333333333334,99.37333333333333,-57.666666666666664,-6.8,-1.5666666666666667,-5.933333333333334,95.63333333333333,95.16666666666667
2015-06-30,-6.8,100.19,102.60000000000001,-3.266666666666667,-20.033333333333335,84.10000000000001,100.97333333333334,-30.266666666666666,99.84333333333335,-20.8,6.8999999999999995,-9.366666666666667,7.8999999999999995,-23.599999999999998,100.16666666666667,-55.666666666666664,0.9666666666666667,6.366666666666667,-2.966666666666667,99.2,98.03333333333335
2015-09-30,-2.1999999999999997,99.75666666666666,99.75666666666666,-2.4333333333333336,-14.733333333333334,84.46666666666667,99.14999999999999,-26.233333333333334,100.81333333333333,-19.033333333333335,10.566666666666666,-7.266666666666666,11.966666666666669,-12.833333333333334,100.11333333333333,-53.300000000000004,2.6666666666666665,7.900000000000001,-1.3666666666666665,101.73333333333333,100.13333333333333
2015-12-31,-0.5333333333333333,100.30666666666667,97.10333333333334,-2.6333333333333333,-13.9,84.83333333333333,100.63999999999999,-27.433333333333334,99.94333333333334,-13.833333333333334,7.8,-8.033333333333333,10.666666666666666,-14.6,100.34333333333332,-51.13333333333333,3.9,5.533333333333334,-0.8333333333333334,102.23333333333333,100.89999999999999
2016-03-31,-0.7666666666666667,100.06333333333333,94.65666666666668,-0.3,-13.166666666666666,85.39999999999999,99.09666666666668,-25.866666666666664,100.29666666666667,-14.633333333333333,13.866666666666667,-7.0,5.3999999999999995,-11.200000000000001,100.78000000000002,-46.800000000000004,-0.9666666666666667,-2.0,0.03333333333333335,103.06666666666666,100.83333333333333
2016-06-30,0.3333333333333333,100.83666666666666,97.27,-0.9666666666666668,-12.266666666666666,85.63333333333333,100.39,-23.766666666666666,100.83333333333333,-10.1,8.533333333333333,-7.666666666666667,11.533333333333333,-3.3000000000000003,99.83999999999999,-45.333333333333336,2.3000000000000003,8.266666666666667,-0.3666666666666667,103.03333333333335,101.5
2016-09-30,-0.9333333333333335,100.81333333333333,97.29333333333334,0.26666666666666666,-13.633333333333333,86.56666666666666,98.67999999999999,-20.133333333333333,101.74000000000001,-7.533333333333334,4.533333333333333,-9.866666666666667,11.833333333333334,-1.0,100.37333333333333,-41.1,2.0,7.7,0.5,103.53333333333335,103.73333333333333
2016-12-31,0.5333333333333333,100.61333333333334,99.41666666666667,2.5,-12.833333333333334,87.0,99.89999999999999,-15.766666666666666,100.92,-1.7666666666666666,7.166666666666667,-9.966666666666667,8.1,1.5,100.77666666666666,-37.56666666666667,3.2999999999999994,9.700000000000001,0.9,104.46666666666665,105.13333333333333
2017-03-31,5.1000000000000005,101.27666666666666,104.62,0.16666666666666666,-9.266666666666667,87.3,98.11666666666667,-12.833333333333334,101.31,0.7999999999999999,13.766666666666667,-3.8000000000000003,6.666666666666667,-0.1333333333333333,101.11,-31.03333333333333,5.8,9.633333333333333,1.3,106.39999999999999,105.7
2017-06-30,2.4,101.5,102.56,1.3333333333333333,-4.566666666666666,87.76666666666667,99.83666666666666,-10.0,101.79666666666667,2.933333333333333,14.0,-1.6666666666666667,5.766666666666667,3.5333333333333337,102.71,-25.96666666666667,8.933333333333334,16.5,1.5,107.63333333333333,107.06666666666666
2017-09-30,6.833333333333333,101.63,101.11000000000001,3.3666666666666667,-1.8333333333333333,88.16666666666667,98.19,-5.666666666666667,102.82,5.333333333333333,13.633333333333333,-0.19999999999999998,4.166666666666667,11.233333333333334,103.58333333333333,-22.0,20.833333333333332,14.266666666666666,5.766666666666666,110.13333333333333,106.60000000000001
2017-12-31,11.333333333333334,102.08,104.46,6.333333333333333,-0.1333333333333333,89.36666666666667,99.69666666666667,-1.1333333333333335,101.94666666666667,9.466666666666667,15.366666666666667,1.2333333333333334,5.166666666666667,12.6,105.56333333333333,-15.1,29.5,18.633333333333333,7.433333333333334,111.53333333333335,108.16666666666667
2018-03-31,9.9,102.46,110.00999999999999,6.666666666666667,1.5999999999999999,89.33333333333333,98.04333333333334,-1.7333333333333334,102.61,13.799999999999999,16.233333333333334,2.9333333333333336,4.3,12.066666666666668,103.08,-10.833333333333334,30.733333333333334,18.5,4.533333333333334,111.53333333333335,109.73333333333333
2018-06-30,4.633333333333334,103.27333333333333,112.31,4.333333333333333,-0.19999999999999996,89.83333333333333,99.58666666666666,4.866666666666666,103.16333333333334,7.233333333333333,19.0,-0.5000000000000001,7.666666666666667,12.466666666666667,104.05666666666666,-13.200000000000001,18.099999999999998,10.766666666666666,4.1000000000000005,109.2,109.39999999999999
2018-09-30,2.8666666666666667,103.97666666666667,114.60333333333334,5.133333333333333,-4.8,90.16666666666667,98.05666666666666,4.133333333333334,104.06666666666666,6.6000000000000005,16.133333333333333,-3.466666666666667,9.466666666666667,6.833333333333333,104.24000000000001,-9.566666666666668,8.9,13.266666666666666,4.933333333333334,107.39999999999999,107.56666666666666
2018-12-31,2.6,104.37,115.92333333333333,2.4000000000000004,-11.166666666666666,90.33333333333333,99.3,6.766666666666667,103.02,4.8999999999999995,12.466666666666667,-8.200000000000001,9.166666666666666,11.433333333333332,104.55,-8.433333333333332,1.4333333333333333,7.733333333333333,4.433333333333334,105.03333333333335,105.36666666666667
2019-03-31,2.8666666666666667,105.28000000000002,113.77333333333333,4.266666666666667,-12.066666666666668,91.36666666666667,97.56333333333333,4.366666666666666,103.44666666666667,9.633333333333333,10.633333333333333,-10.033333333333333,10.866666666666667,14.933333333333332,105.52333333333333,-1.2333333333333332,-3.6333333333333333,8.700000000000001,6.0,104.43333333333334,106.63333333333333
2019-06-30,6.333333333333333,105.78666666666668,116.26666666666667,4.6000000000000005,-11.566666666666668,91.66666666666667,98.97666666666667,4.933333333333334,104.09666666666665,9.066666666666666,7.866666666666667,-12.133333333333335,11.266666666666666,12.6,105.54,0.9333333333333335,0.1666666666666667,4.333333333333333,6.666666666666667,106.10000000000001,106.46666666666665
2019-09-30,5.366666666666667,106.81,115.25333333333333,4.033333333333333,-13.299999999999999,91.5,97.31333333333333,4.833333333333333,105.23333333333333,11.833333333333334,6.533333333333334,-11.333333333333334,14.533333333333333,11.066666666666668,104.44666666666667,2.566666666666667,0.8999999999999999,4.133333333333334,5.766666666666667,105.56666666666666,105.7
2019-12-31,3.866666666666667,106.43333333333334,116.04,5.3,-13.666666666666666,91.76666666666667,98.83999999999999,5.733333333333333,104.36666666666667,11.366666666666667,4.266666666666667,-16.46666666666667,14.199999999999998,12.766666666666666,103.56333333333333,4.866666666666666,-1.7333333333333334,2.8333333333333335,7.533333333333334,105.89999999999999,105.73333333333333
2020-03-31,7.133333333333333,107.28000000000002,114.32,-1.0333333333333332,-12.433333333333332,91.7,97.40333333333335,7.0,104.74000000000001,12.9,2.8000000000000003,-14.4,4.5,10.866666666666667,97.01666666666667,1.3333333333333333,-11.566666666666668,0.9333333333333332,1.0666666666666664,101.63333333333333,102.46666666666665
2020-06-30,-46.23333333333333,109.23666666666666,105.08666666666666,-44.199999999999996,-54.199999999999996,88.96666666666665,98.24000000000001,-13.299999999999999,105.08,-59.56666666666666,-21.566666666666666,-61.666666666666664,11.566666666666668,-43.699999999999996,78.79,-29.666666666666668,-48.03333333333333,-49.46666666666667,-45.56666666666666,63.23333333333333,58.166666666666664
2020-09-30,-26.766666666666666,107.83333333333333,106.62,-5.166666666666667,-40.699999999999996,89.66666666666667,97.76666666666667,-13.1,106.07666666666667,-28.333333333333332,18.333333333333332,-53.1,9.299999999999999,11.299999999999999,96.10000000000001,-21.733333333333334,-5.333333333333333,-14.733333333333333,-1.4000000000000001,92.06666666666666,85.5
2020-12-31,1.3,108.04666666666667,107.32666666666667,-18.666666666666668,-31.866666666666664,89.26666666666667,98.39333333333333,-4.066666666666666,104.98333333333333,2.2666666666666666,1.833333333333333,-41.86666666666667,7.3999999999999995,-5.2,98.7,-24.666666666666668,-17.2,11.366666666666667,-18.23333333333333,86.56666666666666,86.83333333333333
2021-03-31,-9.466666666666667,108.27666666666666,113.15333333333332,-8.466666666666667,-25.233333333333334,90.60000000000001,97.49333333333334,-4.066666666666666,105.66333333333334,-0.8333333333333334,8.733333333333333,-31.633333333333336,6.466666666666666,2.8000000000000003,98.48,-13.933333333333335,-2.6666666666666665,8.200000000000001,-8.733333333333333,93.7,88.96666666666665
2021-06-30,-1.4666666666666668,108.96666666666665,116.08,6.1000000000000005,-10.566666666666666,91.26666666666667,98.37666666666667,0.36666666666666653,106.16000000000001,9.700000000000001,14.933333333333332,-18.733333333333334,3.0666666666666664,9.333333333333334,97.76666666666667,-0.4000000000000001,14.799999999999999,18.933333333333334,1.6666666666666667,105.96666666666665,98.96666666666665
2021-09-30,9.666666666666666,108.96666666666665,120.81,9.466666666666667,-7.033333333333334,92.23333333333333,97.90333333333335,2.5333333333333337,107.04,12.866666666666667,20.233333333333334,-13.366666666666667,-1.3333333333333333,11.866666666666667,98.12,4.633333333333334,19.366666666666667,16.333333333333332,9.633333333333333,110.7,106.63333333333333
2021-12-31,15.033333333333333,108.94333333333333,128.89000000000001,10.533333333333333,-5.766666666666667,92.73333333333333,99.13,6.466666666666666,106.88666666666666,9.433333333333334,20.966666666666665,-10.5,-1.7666666666666666,15.9,98.2,3.6999999999999997,20.533333333333335,13.366666666666667,8.533333333333333,111.53333333333335,110.43333333333334
2022-03-31,9.933333333333332,110.64666666666666,139.72333333333333,7.833333333333333,-1.0,92.7,99.10666666666667,1.8666666666666665,107.96666666666665,7.733333333333333,19.333333333333332,-0.36666666666666653,3.5,11.666666666666666,99.51333333333334,1.2666666666666666,11.200000000000001,17.633333333333333,6.8999999999999995,108.83333333333333,112.23333333333333
2022-06-30,10.933333333333332,114.04333333333334,149.91666666666666,5.6000000000000005,-1.3333333333333333,92.56666666666666,101.04333333333334,3.3333333333333335,109.49000000000001,8.1,8.166666666666666,-1.1333333333333333,9.5,4.566666666666666,99.44333333333333,-1.1333333333333333,-5.966666666666666,13.4,7.066666666666666,105.03333333333335,109.23333333333333
2022-09-30,11.200000000000001,117.87333333333333,148.62,3.4,-9.033333333333333,92.5,101.11333333333333,-1.8666666666666665,110.95,5.3999999999999995,10.133333333333333,-8.333333333333334,13.433333333333332,4.733333333333333,100.61666666666667,-1.133333333333333,-4.133333333333334,5.533333333333334,5.966666666666666,102.73333333333333,108.23333333333333
2022-12-31,7.3,122.08333333333333,151.48666666666668,1.0,-14.233333333333334,93.13333333333333,103.48,7.566666666666667,110.09333333333332,6.2,14.733333333333334,-11.700000000000001,24.866666666666664,9.333333333333334,100.28999999999999,-4.033333333333333,-7.966666666666666,4.6000000000000005,3.433333333333333,102.3,109.13333333333333
