Label,Monthly economic survey in services - Past trend of activity - All services activities - SA series,Consumer price index - Base 2015 - All households - France - Food,Consumer price index - Base 2015 - All households - France - Energy,Monthly economic survey in services - Expected trend of demand - All services activities - SA series,Monthly business survey in goods-producing industries - Manufacturing industry - Level of global order books (balance of opinion) - SA series,Monthly economic outlook survey in the building industry - Utilisation rate of production capacities in % - Overall - SA series,Consumer price index - Base 2015 - All households - France - Manufactured products,Monthly economic outlook survey in the building industry - Past trend in the workforce - Overall - SA series,Consumer price index - Base 2015 - All households - France - Services,Monthly economic outlook survey in the building industry - Trend of past activity - Overall - SA series,Monthly business survey in goods-producing industries - Manufacturing industry - Expected trend in production (balance of opinion) - SA series,Monthly business survey in goods-producing industries - Manufacturing industry - Level of foreign order books (balance of opinion) - SA series,Monthly business survey in goods-producing industries - Manufacturing industry - Level of stocks of manufactured products (balance of opinion) - SA series,Monthly economic outlook survey in the building industry - Trend of expected activity - Overall - SA series,"SA-WDA industrial production index (base 100 in 2015) - Manufacturing (NAF rev. 2, level A10, item CZ)",Monthly economic outlook survey in the building industry - Judgment on the order book level - Overall - SA series,Monthly business survey in goods-producing industries - Manufacturing industry - General outlook - Probable trend in industrial production volume (balance of opinion) - SA series,Monthly business survey in goods-producing industries - Manufacturing industry - Past trend in production (balance of opinion) - SA series,Monthly economic survey in services - Expected trend of activity - All services activities - SA series,Business climate summary indicator - All sectors - Metropolitan France,Employment climate summary indicator - All sectors - Metropolitan France
1993-09-30,-12.4,70.18333333333334,55.50666666666666,-13.8,-58.56666666666666,83.05,98.68,-35.4,65.8,-56.95,-19.066666666666666,-55.86666666666667,27.5,-45.0,86.87,-69.85,-40.86666666666667,-31.5,-12.0,81.7,81.3
1993-12-31,-13.3,70.53,55.72666666666667,-10.3,-52.96666666666667,82.63333333333333,99.06,-30.266666666666666,66.12666666666667,-44.4,-10.5,-49.4,21.46666666666667,-31.833333333333332,86.24666666666667,-69.06666666666666,-19.466666666666665,-18.233333333333334,-10.8,87.7,85.2
1994-03-31,-5.1,70.56666666666666,55.656666666666666,-3.3,-39.4,83.53333333333333,98.84333333333332,-23.633333333333336,66.64999999999999,-27.933333333333337,1.2333333333333332,-38.766666666666666,17.133333333333333,-22.099999999999998,87.63999999999999,-64.2,2.533333333333333,-6.1000000000000005,-4.2,94.3,89.10000000000001
1994-06-30,2.4,71.44333333333333,55.72,2.1,-17.466666666666665,83.73333333333333,99.29,-19.433333333333334,67.05333333333333,-19.866666666666667,7.366666666666667,-16.5,9.533333333333333,-17.833333333333332,89.83333333333333,-55.93333333333334,21.866666666666664,12.666666666666666,-2.2,101.26666666666667,93.26666666666667
1994-09-30,1.8,71.22333333333334,55.68666666666667,5.0,-8.299999999999999,83.76666666666667,99.12333333333333,-16.266666666666666,67.52666666666667,-8.566666666666666,10.633333333333333,-7.366666666666667,5.533333333333334,-10.433333333333334,91.50333333333333,-51.800000000000004,29.53333333333333,17.3,2.1,105.73333333333333,96.43333333333334
1994-12-31,3.1,71.54333333333334,55.55666666666667,9.0,-3.4333333333333336,85.03333333333335,99.41000000000001,-17.933333333333334,67.85333333333334,-4.866666666666666,15.6,-6.0,3.266666666666667,-7.433333333333334,93.49333333333334,-48.53333333333333,39.9,24.3,13.0,108.5,101.56666666666666
1995-03-31,7.5,72.00333333333333,56.38666666666666,7.4,-4.3,84.93333333333334,99.30333333333333,-17.3,68.37666666666667,-10.233333333333333,10.466666666666667,-2.3333333333333335,3.6666666666666665,-15.4,93.85666666666667,-50.9,32.166666666666664,20.400000000000002,8.4,107.06666666666668,102.8
1995-06-30,3.8,72.42333333333333,56.553333333333335,1.7,-5.233333333333333,85.63333333333333,99.73666666666668,-17.233333333333334,68.82333333333334,-8.9,3.9000000000000004,-6.933333333333334,5.400000000000001,-14.366666666666667,93.7,-39.86666666666667,16.900000000000002,16.099999999999998,4.4,105.60000000000001,101.26666666666667
1995-09-30,1.7,71.86,56.836666666666666,0.5,-15.533333333333333,85.43333333333334,99.92999999999999,-17.533333333333335,69.36666666666666,-10.066666666666666,-1.3333333333333333,-16.2,9.8,-17.633333333333333,94.08666666666666,-43.26666666666667,5.366666666666667,9.133333333333333,4.6,102.46666666666665,101.0
1995-12-31,-4.0,72.04,57.29,-6.1,-28.233333333333334,85.0,100.68666666666667,-19.733333333333334,69.71333333333332,-25.2,-1.9333333333333336,-23.8,15.799999999999999,-28.900000000000002,93.29333333333334,-54.666666666666664,-22.333333333333332,-4.266666666666667,-1.7,93.89999999999999,100.06666666666666
