,Foreign_trade_index_Imports_agriculture,CentralGovDebt,domestic_demand_on_GDP_x,domestic_demand_on_GDP_y,Foreign_trade_index_Exports_Food_products,Unemployment,ConsumerPrices,GNI(dollars),LaborParticipation,GDP(dollars)
2021-02-01,0.959682657034893,,,,1.1185319740139388,,,,,
2021-03-01,1.4238797997010786,,0.06443111945755989,0.0644311194575599,1.1861849962536495,,,,,
2021-04-01,1.472378008636351,,,,1.25383801849336,,,,,
2021-05-01,1.2021737017112595,,,,1.2876645296132159,,,,,
2021-06-01,0.8349729769156194,,0.20756214823879687,0.2075621482387969,1.2792079018332525,,,,,
2021-07-01,1.2437435950843503,,,,1.3806874351928178,,,,,
2021-08-01,1.2298869639599854,,,,1.422970574092637,,,,,
2021-09-01,1.1190339149650759,,1.1000262100512155,1.1000262100512155,1.4483404574325296,,,,,
2021-10-01,1.3199550662683506,,,,1.4821669685523855,,,,,
2021-11-01,1.2437435950843503,,,,1.6005597574718775,,,,,
2021-12-01,1.4308081152632601,,0.2917568710512892,0.2917568710512892,1.6682127797115893,,,,,
2022-01-01,1.7425823155614444,,,,1.9472814964503973,,,,,
2022-02-01,1.8465070489941726,,,,2.1417839353895647,,,,,
2022-03-01,1.9850733602378101,,-0.2976061886361571,-0.2976061886361571,2.5138755577079746,,,,,
2022-04-01,2.3037758760981757,,,,2.860597296686492,,,,,
2022-05-01,2.379987347282178,,,,3.3510817079243966,,,,,
2022-06-01,,,0.030753230332562966,0.030753230332562984,,,,,,
2022-09-01,,,0.10652848086380609,0.1065284808638061,,,,,,
2022-12-01,,,,,,,,,,
