,Foreign_trade_index_Imports_agriculture,CentralGovDebt,domestic_demand_on_GDP_x,domestic_demand_on_GDP_y,Foreign_trade_index_Exports_Food_products,Unemployment,ConsumerPrices,GNI(dollars),LaborParticipation,GDP(dollars)
2015-06-01,1.0497507593432571,,-0.36075223074552637,-0.36075223074552637,0.7802668628153847,,,,,
2015-07-01,0.6894783501098004,,,,0.8310066294951673,,,,,
2015-08-01,0.9873959192836208,,,,0.805636746155276,,,,,
2015-09-01,0.9943242348458023,,0.22440109280129528,0.2244010928012953,0.8140933739352406,,,,,
2015-10-01,1.0428224437810756,,,,0.7718102350354213,,,,,
2015-11-01,0.8765428702887103,,,,0.7718102350354213,,,,,
2015-12-01,0.8557579236021648,,0.01812402191068913,0.018124021910689146,0.6957005850157462,,,,,
2016-01-01,0.6548367722988911,1.1471995158313257,,,0.6957005850157462,0.24288168937284396,-1.0461531811856981,1.1951552254764566,-0.06632459785009953,1.1907288966279734
2016-02-01,0.8903995014130742,,,,0.5942210516561797,,,,,
2016-03-01,0.9943242348458023,,0.19914267595754764,0.19914267595754767,0.5857644238762163,,,,,
2016-04-01,1.0497507593432571,,,,0.45045837939679395,,,,,
2016-05-01,1.4308081152632601,,,,0.45045837939679395,,,,,
2016-06-01,1.313026750706169,,-0.596497454620505,-0.596497454620505,0.4758282627366865,,,,,
2016-07-01,1.2437435950843503,,,,0.5011981460765778,,,,,
2016-08-01,1.285313488457441,,,,0.5011981460765778,,,,,
2016-09-01,0.9388977103483475,,0.17388425911379993,0.17388425911379995,0.543481284976397,,,,,
2016-10-01,0.959682657034893,,,,0.6111343072161076,,,,,
2016-11-01,1.0289658126567116,,,,0.6026776794361443,,,,,
2016-12-01,1.3199550662683506,,0.0012850773481906466,0.0012850773481906652,0.8563765128350599,,,,,
2017-01-01,1.8950052579294467,1.1448331505367353,,,0.9324861628547338,-0.16838163378376048,-0.8157864720299559,1.3206006404384842,-0.4585517211806569,1.3127542359341062
2017-02-01,1.9157902046159914,,,,0.9493994184146618,,,,,
2017-03-01,1.0081808659701663,,0.4559365805356492,0.4559365805356492,0.9663126739745898,,,,,
2017-04-01,1.4100231685767157,,,,0.9578560461946252,,,,,
2017-05-01,1.236815279522169,,,,0.9155729072948059,,,,,
2017-06-01,0.8765428702887103,,-0.20499199354241557,-0.20499199354241554,0.9747693017545531,,,,,
2017-07-01,0.7934030835425285,,,,0.9663126739745898,,,,,
2017-08-01,0.5786253011148899,,,,1.008595812874409,,,,,
2017-09-01,0.7310482434828913,,0.22861082894191992,0.22861082894191995,1.0255090684343369,,,,,
2017-10-01,0.8765428702887103,,,,1.0339656962143002,,,,,
2017-11-01,1.0220374970945303,,,,1.0170524406543724,,,,,
2017-12-01,1.181388755024713,,-0.023973339495557053,-0.023973339495557036,0.9832259295345177,,,,,
2018-01-01,0.8211163457912555,1.1148294963978709,,,0.8986596517348792,-0.4189946946817121,-0.5936731926348451,1.51761455044428,-0.502133436257473,1.5083014858194084
2018-02-01,0.9111844480996196,,,,0.8902030239549146,,,,,
2018-03-01,0.8003313991047101,,-0.09132911774555091,-0.0913291177455509,0.8817463961749512,,,,,
2018-04-01,0.6756217189854365,,,,0.8732897683949866,,,,,
2018-05-01,1.1744604394625315,,,,0.8986596517348792,,,,,
2018-06-01,1.0843923371541664,,0.026543494191938345,0.026543494191938362,0.9155729072948059,,,,,
2018-07-01,0.6756217189854365,,,,0.8648331406150233,,,,,
2018-08-01,0.6340518256123446,,,,0.8732897683949866,,,,,
2018-09-01,0.6894783501098004,,-0.1628946321361694,-0.16289463213616936,0.9324861628547338,,,,,
2018-10-01,0.36384751868725224,,,,0.9409427906346984,,,,,
2018-11-01,0.6063385633636178,,,,0.9663126739745898,,,,,
2018-12-01,0.5162704610552536,,-0.04081228405805551,-0.04081228405805549,0.9663126739745898,,,,,
2019-01-01,0.6271235100501632,1.2850132547517235,,,0.9747693017545531,-0.8109802314991672,-0.7951710025512605,1.4510067965723201,-1.26479266919895,1.4462968461712418
2019-02-01,0.6201951944879818,,,,0.9916825573144811,,,,,
2019-03-01,0.5716969855527084,,0.35911264930128306,0.35911264930128306,1.0255090684343369,,,,,
2019-04-01,0.6548367722988911,,,,1.1100753462339754,,,,,
2019-05-01,0.5439837233039805,,,,1.0931620906740476,,,,,
2019-06-01,0.8349729769156194,,0.056011647176310686,0.05601164717631071,1.0847054628940829,,,,,
2019-07-01,0.8141880302290739,,,,1.008595812874409,,,,,
2019-08-01,0.8349729769156194,,,,1.0677922073341561,,,,,
2019-09-01,0.8072597146668915,,-0.04502202019868013,-0.04502202019868011,1.101618718454011,,,,,
2019-10-01,0.9042561325374382,,,,1.1269886017939021,,,,,
2019-11-01,0.9181127636618021,,,,1.194641624033614,,,,,
2019-12-01,0.7934030835425285,,-0.33128407776115404,-0.33128407776115404,1.2369247629334332,,,,,
2020-01-01,0.9804676037214384,2.217480054236735,,,1.2707512740532891,-1.068019425453416,-0.9666015092614144,1.3381771365577975,-2.8772828775980264,1.3478744806204506
2020-02-01,0.8072597146668915,,,,1.3045777851731426,,,,,
2020-03-01,1.077464021591985,,-2.373006105964093,-2.373006105964093,1.3214910407330718,,,,,
2020-04-01,1.694084106626172,,,,1.2961211573931792,,,,,
2020-05-01,1.6802274755018072,,,,1.2453813907133966,,,,,
2020-06-01,1.1606038083381667,,-5.193529320182586,-5.193529320182586,1.1439018573538302,,,,,
2020-07-01,0.696406665671982,,,,1.1185319740139388,,,,,
2020-08-01,0.8211163457912555,,,,1.1100753462339754,,,,,
2020-09-01,0.8903995014130742,,7.3178064897537745,7.3178064897537745,1.101618718454011,,,,,
2020-10-01,0.9735392881592568,,,,1.0931620906740476,,,,,
2020-11-01,0.8903995014130742,,,,1.101618718454011,,,,,
2020-12-01,0.9666109725970754,,-0.8785497760423542,-0.8785497760423542,1.0931620906740476,,,,,
2021-01-01,1.0705357060298035,,,,1.0931620906740476,-1.0339620233486226,-0.6502463912983742,1.660773826768577,-0.5152087820169403,1.6546238743004524
